homeTileId,workTileId,rows,workers
NEC_CM04_RM01,NEC_CM04_RM03,157,157
NEC_CM04_RM01,NEC_CP00_RM01,57,57
NEC_CM04_RM01,NEC_CP00_RP00,576,576
NEC_CM04_RM01,NEC_CP00_RP01,24,24
NEC_CM04_RM01,NEC_CP00_RP02,9,9
NEC_CM04_RM01,NEC_CP01_RP00,56,56
NEC_CM04_RM01,NEC_CP01_RP01,25,25
NEC_CM04_RM01,NEC_CP01_RP02,11,11
NEC_CM04_RM01,NEC_CP02_RP00,4,4
NEC_CM04_RM01,NEC_CP02_RP01,5,5
NEC_CM04_RM01,NEC_CP02_RP02,4,4
NEC_CM04_RM01,NEC_CP02_RP03,1,1
NEC_CM04_RM01,NEC_CP03_RP01,25,25
NEC_CM04_RM01,NEC_CP03_RP02,64,64
NEC_CM04_RM01,NEC_CP04_RP01,6,6
NEC_CM04_RM01,NEC_CP04_RP03,3,3
NEC_CM04_RM02,NEC_CM01_RM01,2043,2045
NEC_CM04_RM02,NEC_CM01_RM02,230,230
NEC_CM04_RM02,NEC_CM01_RM03,350,350
NEC_CM04_RM02,NEC_CM01_RP00,418,418
NEC_CM04_RM02,NEC_CM01_RP01,19,19
NEC_CM04_RM02,NEC_CM02_RM01,1628,1630
NEC_CM04_RM02,NEC_CM02_RM02,1467,1468
NEC_CM04_RM02,NEC_CM02_RM03,1018,1020
NEC_CM04_RM02,NEC_CM02_RP00,391,391
NEC_CM04_RM02,NEC_CM02_RP01,100,100
NEC_CM04_RM02,NEC_CM03_RM01,2131,2137
NEC_CM04_RM02,NEC_CM03_RM02,315207,337704
NEC_CM04_RM02,NEC_CM03_RM03,5278,5304
NEC_CM04_RM02,NEC_CM03_RP00,182,182
NEC_CM04_RM02,NEC_CM04_RM01,16011,17194
NEC_CM04_RM02,NEC_CM04_RM02,809594,972084
NEC_CM04_RM02,NEC_CM04_RM03,33800,37571
NEC_CM04_RM02,NEC_CP00_RM01,266,266
NEC_CM04_RM02,NEC_CP00_RP00,4439,4446
NEC_CM04_RM02,NEC_CP00_RP01,104,104
NEC_CM04_RM02,NEC_CP00_RP02,112,112
NEC_CM04_RM02,NEC_CP01_RP00,474,476
NEC_CM04_RM02,NEC_CP01_RP01,132,132
NEC_CM04_RM02,NEC_CP01_RP02,62,62
NEC_CM04_RM02,NEC_CP02_RP00,19,19
NEC_CM04_RM02,NEC_CP02_RP01,64,64
NEC_CM04_RM02,NEC_CP02_RP02,95,96
NEC_CM04_RM02,NEC_CP02_RP03,33,33
NEC_CM04_RM02,NEC_CP03_RP00,1,1
NEC_CM04_RM02,NEC_CP03_RP01,201,201
NEC_CM04_RM02,NEC_CP03_RP02,1375,1378
NEC_CM04_RM02,NEC_CP03_RP03,16,16
NEC_CM04_RM02,NEC_CP04_RP00,3,3
NEC_CM04_RM02,NEC_CP04_RP01,29,29
NEC_CM04_RM02,NEC_CP04_RP03,34,34
NEC_CM04_RM03,NEC_CM01_RM01,370,371
NEC_CM04_RM03,NEC_CM01_RM02,67,67
NEC_CM04_RM03,NEC_CM01_RM03,43,43
NEC_CM04_RM03,NEC_CM01_RP00,65,65
NEC_CM04_RM03,NEC_CM01_RP01,3,3
NEC_CM04_RM03,NEC_CM02_RM01,239,239
NEC_CM04_RM03,NEC_CM02_RM02,199,199
NEC_CM04_RM03,NEC_CM02_RM03,291,291
NEC_CM04_RM03,NEC_CM02_RP00,67,67
NEC_CM04_RM03,NEC_CM02_RP01,6,6
NEC_CM04_RM03,NEC_CM03_RM01,198,198
NEC_CM04_RM03,NEC_CM03_RM02,39556,41470
NEC_CM04_RM03,NEC_CM03_RM03,5396,5742
NEC_CM04_RM03,NEC_CM03_RP00,20,20
NEC_CM04_RM03,NEC_CM04_RM01,232,232
NEC_CM04_RM03,NEC_CM04_RM02,117025,130218
NEC_CM04_RM03,NEC_CM04_RM03,95162,118942
NEC_CM04_RM03,NEC_CP00_RM01,43,43
NEC_CM04_RM03,NEC_CP00_RP00,574,574
NEC_CM04_RM03,NEC_CP00_RP01,15,15
NEC_CM04_RM03,NEC_CP00_RP02,23,23
NEC_CM04_RM03,NEC_CP01_RP00,56,56
NEC_CM04_RM03,NEC_CP01_RP01,26,26
NEC_CM04_RM03,NEC_CP01_RP02,9,9
NEC_CM04_RM03,NEC_CP02_RP00,7,7
NEC_CM04_RM03,NEC_CP02_RP01,12,12
NEC_CM04_RM03,NEC_CP02_RP02,14,14
NEC_CM04_RM03,NEC_CP02_RP03,2,2
NEC_CM04_RM03,NEC_CP03_RP00,1,1
NEC_CM04_RM03,NEC_CP03_RP01,27,27
NEC_CM04_RM03,NEC_CP03_RP02,181,181
NEC_CM04_RM03,NEC_CP03_RP03,7,7
NEC_CM04_RM03,NEC_CP04_RP01,10,10
NEC_CM04_RM03,NEC_CP04_RP03,5,5
NEC_CP00_RM01,NEC_CM01_RM01,73916,75941
NEC_CP00_RM01,NEC_CM01_RM02,7328,7401
NEC_CP00_RM01,NEC_CM01_RM03,38,38
NEC_CP00_RM01,NEC_CM01_RP00,42432,43248
NEC_CP00_RM01,NEC_CM01_RP01,108,108
NEC_CP00_RM01,NEC_CM02_RM01,2214,2219
NEC_CP00_RM01,NEC_CM02_RM02,241,241
NEC_CP00_RM01,NEC_CM02_RM03,30,30
NEC_CP00_RM01,NEC_CM02_RP00,525,525
NEC_CP00_RM01,NEC_CM02_RP01,112,112
NEC_CP00_RM01,NEC_CM03_RM01,269,269
NEC_CP00_RM01,NEC_CM03_RM02,834,835
NEC_CP00_RM01,NEC_CM03_RM03,45,45
NEC_CP00_RM01,NEC_CM03_RP00,75,75
NEC_CP00_RM01,NEC_CM04_RM01,39,39
NEC_CP00_RM01,NEC_CM04_RM02,487,487
NEC_CP00_RM01,NEC_CM04_RM03,33,33
NEC_CP00_RM01,NEC_CP00_RM01,269016,289872
NEC_CP00_RM01,NEC_CP00_RP00,135953,137991
NEC_CP00_RM01,NEC_CP00_RP01,360,360
NEC_CP00_RM01,NEC_CP00_RP02,355,355
NEC_CP00_RM01,NEC_CP01_RP00,1556,1557
NEC_CP00_RM01,NEC_CP01_RP01,330,330
NEC_CP00_RM01,NEC_CP01_RP02,77,77
NEC_CP00_RM01,NEC_CP02_RP00,53,53
NEC_CP00_RM01,NEC_CP02_RP01,103,103
NEC_CP00_RM01,NEC_CP02_RP02,74,74
NEC_CP00_RM01,NEC_CP02_RP03,12,12
NEC_CP00_RM01,NEC_CP03_RP00,1,1
NEC_CP00_RM01,NEC_CP03_RP01,232,232
NEC_CP00_RM01,NEC_CP03_RP02,420,420
NEC_CP00_RM01,NEC_CP03_RP03,15,15
NEC_CP00_RM01,NEC_CP04_RP00,1,1
NEC_CP00_RM01,NEC_CP04_RP01,24,24
NEC_CP00_RM01,NEC_CP04_RP03,4,4
NEC_CP00_RP00,NEC_CM01_RM01,98547,100552
NEC_CP00_RP00,NEC_CM01_RM02,6550,6558
NEC_CP00_RP00,NEC_CM01_RM03,286,286
NEC_CP00_RP00,NEC_CM01_RP00,178518,184848
NEC_CP00_RP00,NEC_CM01_RP01,9826,10015
NEC_CP00_RP00,NEC_CM02_RM01,8070,8077
NEC_CP00_RP00,NEC_CM02_RM02,982,982
NEC_CP00_RP00,NEC_CM02_RM03,411,411
NEC_CP00_RP00,NEC_CM02_RP00,4893,4894
NEC_CP00_RP00,NEC_CM02_RP01,3722,3724
NEC_CP00_RP00,NEC_CM03_RM01,2638,2638
NEC_CP00_RP00,NEC_CM03_RM02,7458,7462
NEC_CP00_RP00,NEC_CM03_RM03,134,134
NEC_CP00_RP00,NEC_CM03_RP00,667,667
NEC_CP00_RP00,NEC_CM04_RM01,400,400
NEC_CP00_RP00,NEC_CM04_RM02,2305,2311
NEC_CP00_RP00,NEC_CM04_RM03,193,193
NEC_CP00_RP00,NEC_CP00_RM01,47750,47984
NEC_CP00_RP00,NEC_CP00_RP00,5108133,5635799
NEC_CP00_RP00,NEC_CP00_RP01,36650,37267
NEC_CP00_RP00,NEC_CP00_RP02,24005,24096
NEC_CP00_RP00,NEC_CP01_RP00,160840,163890
NEC_CP00_RP00,NEC_CP01_RP01,19067,19210
NEC_CP00_RP00,NEC_CP01_RP02,1637,1641
NEC_CP00_RP00,NEC_CP02_RP00,3249,3249
NEC_CP00_RP00,NEC_CP02_RP01,3114,3122
NEC_CP00_RP00,NEC_CP02_RP02,1873,1874
NEC_CP00_RP00,NEC_CP02_RP03,215,215
NEC_CP00_RP00,NEC_CP03_RP00,8,8
NEC_CP00_RP00,NEC_CP03_RP01,4425,4427
NEC_CP00_RP00,NEC_CP03_RP02,13024,13056
NEC_CP00_RP00,NEC_CP03_RP03,177,177
NEC_CP00_RP00,NEC_CP04_RP00,36,36
NEC_CP00_RP00,NEC_CP04_RP01,532,532
NEC_CP00_RP00,NEC_CP04_RP03,152,152
NEC_CP00_RP01,NEC_CM01_RM01,697,697
NEC_CP00_RP01,NEC_CM01_RM02,78,78
NEC_CP00_RP01,NEC_CM01_RM03,3,3
NEC_CP00_RP01,NEC_CM01_RP00,2300,2456
NEC_CP00_RP01,NEC_CM01_RP01,10068,10651
NEC_CP00_RP01,NEC_CM02_RM01,220,220
NEC_CP00_RP01,NEC_CM02_RM02,30,30
NEC_CP00_RP01,NEC_CM02_RM03,3,3
NEC_CP00_RP01,NEC_CM02_RP00,231,231
NEC_CP00_RP01,NEC_CM02_RP01,842,847
NEC_CP00_RP01,NEC_CM03_RM01,121,121
NEC_CP00_RP01,NEC_CM03_RM02,192,192
NEC_CP00_RP01,NEC_CM03_RM03,6,6
NEC_CP00_RP01,NEC_CM03_RP00,40,40
NEC_CP00_RP01,NEC_CM04_RM01,14,14
NEC_CP00_RP01,NEC_CM04_RM02,92,92
NEC_CP00_RP01,NEC_CM04_RM03,9,9
NEC_CP00_RP01,NEC_CP00_RM01,276,276
NEC_CP00_RP01,NEC_CP00_RP00,107631,109661
NEC_CP00_RP01,NEC_CP00_RP01,152436,173008
NEC_CP00_RP01,NEC_CP00_RP02,13260,13512
NEC_CP00_RP01,NEC_CP01_RP00,12685,12953
NEC_CP00_RP01,NEC_CP01_RP01,15847,17475
NEC_CP00_RP01,NEC_CP01_RP02,551,557
NEC_CP00_RP01,NEC_CP02_RP00,321,321
NEC_CP00_RP01,NEC_CP02_RP01,705,707
NEC_CP00_RP01,NEC_CP02_RP02,221,221
NEC_CP00_RP01,NEC_CP02_RP03,55,55
NEC_CP00_RP01,NEC_CP03_RP00,3,3
NEC_CP00_RP01,NEC_CP03_RP01,387,387
NEC_CP00_RP01,NEC_CP03_RP02,1031,1032
NEC_CP00_RP01,NEC_CP03_RP03,40,40
NEC_CP00_RP01,NEC_CP04_RP00,6,6
NEC_CP00_RP01,NEC_CP04_RP01,46,46
NEC_CP00_RP01,NEC_CP04_RP03,14,14
NEC_CP00_RP02,NEC_CM01_RM01,339,339
NEC_CP00_RP02,NEC_CM01_RM02,13,13
NEC_CP00_RP02,NEC_CM01_RM03,1,1
NEC_CP00_RP02,NEC_CM01_RP00,381,382
NEC_CP00_RP02,NEC_CM01_RP01,1346,1347
NEC_CP00_RP02,NEC_CM02_RM01,129,129
NEC_CP00_RP02,NEC_CM02_RM02,14,14
NEC_CP00_RP02,NEC_CM02_RM03,3,3
NEC_CP00_RP02,NEC_CM02_RP00,132,132
NEC_CP00_RP02,NEC_CM02_RP01,1342,1346
NEC_CP00_RP02,NEC_CM03_RM01,38,38
NEC_CP00_RP02,NEC_CM03_RM02,177,177
NEC_CP00_RP02,NEC_CM03_RM03,5,5
NEC_CP00_RP02,NEC_CM03_RP00,33,33
NEC_CP00_RP02,NEC_CM04_RM01,10,10
NEC_CP00_RP02,NEC_CM04_RM02,93,93
NEC_CP00_RP02,NEC_CM04_RM03,2,2
NEC_CP00_RP02,NEC_CP00_RM01,123,123
NEC_CP00_RP02,NEC_CP00_RP00,31056,31202
NEC_CP00_RP02,NEC_CP00_RP01,11089,11531
NEC_CP00_RP02,NEC_CP00_RP02,279521,321976
NEC_CP00_RP02,NEC_CP01_RP00,4052,4062
NEC_CP00_RP02,NEC_CP01_RP01,900,902
NEC_CP00_RP02,NEC_CP01_RP02,3312,3390
NEC_CP00_RP02,NEC_CP02_RP00,114,114
NEC_CP00_RP02,NEC_CP02_RP01,112,112
NEC_CP00_RP02,NEC_CP02_RP02,223,223
NEC_CP00_RP02,NEC_CP02_RP03,69,69
NEC_CP00_RP02,NEC_CP03_RP00,2,2
NEC_CP00_RP02,NEC_CP03_RP01,325,325
NEC_CP00_RP02,NEC_CP03_RP02,1211,1211
NEC_CP00_RP02,NEC_CP03_RP03,59,59
NEC_CP00_RP02,NEC_CP04_RP01,26,26
NEC_CP00_RP02,NEC_CP04_RP03,52,52
NEC_CP01_RP00,NEC_CM01_RM01,1576,1577
NEC_CP01_RP00,NEC_CM01_RM02,176,176
NEC_CP01_RP00,NEC_CM01_RM03,16,16
NEC_CP01_RP00,NEC_CM01_RP00,1292,1292
NEC_CP01_RP00,NEC_CM01_RP01,1877,1891
NEC_CP01_RP00,NEC_CM02_RM01,616,616
NEC_CP01_RP00,NEC_CM02_RM02,89,89
NEC_CP01_RP00,NEC_CM02_RM03,18,18
NEC_CP01_RP00,NEC_CM02_RP00,352,352
NEC_CP01_RP00,NEC_CM02_RP01,707,708
NEC_CP01_RP00,NEC_CM03_RM01,224,224
NEC_CP01_RP00,NEC_CM03_RM02,632,632
NEC_CP01_RP00,NEC_CM03_RM03,16,16
NEC_CP01_RP00,NEC_CM03_RP00,100,100
NEC_CP01_RP00,NEC_CM04_RM01,16,16
NEC_CP01_RP00,NEC_CM04_RM02,338,338
NEC_CP01_RP00,NEC_CM04_RM03,24,24
NEC_CP01_RP00,NEC_CP00_RM01,548,548
NEC_CP01_RP00,NEC_CP00_RP00,315127,323680
NEC_CP01_RP00,NEC_CP00_RP01,9860,10032
NEC_CP01_RP00,NEC_CP00_RP02,6219,6261
NEC_CP01_RP00,NEC_CP01_RP00,560240,625011
NEC_CP01_RP00,NEC_CP01_RP01,68585,71481
NEC_CP01_RP00,NEC_CP01_RP02,385,385
NEC_CP01_RP00,NEC_CP02_RP00,13387,13920
NEC_CP01_RP00,NEC_CP02_RP01,7040,7141
NEC_CP01_RP00,NEC_CP02_RP02,568,568
NEC_CP01_RP00,NEC_CP02_RP03,102,102
NEC_CP01_RP00,NEC_CP03_RP00,8,8
NEC_CP01_RP00,NEC_CP03_RP01,1321,1321
NEC_CP01_RP00,NEC_CP03_RP02,3465,3468
NEC_CP01_RP00,NEC_CP03_RP03,104,104
NEC_CP01_RP00,NEC_CP04_RP00,14,14
NEC_CP01_RP00,NEC_CP04_RP01,154,154
NEC_CP01_RP00,NEC_CP04_RP03,64,64
NEC_CP01_RP01,NEC_CM01_RM01,970,970
NEC_CP01_RP01,NEC_CM01_RM02,120,120
NEC_CP01_RP01,NEC_CM01_RM03,8,8
NEC_CP01_RP01,NEC_CM01_RP00,581,581
NEC_CP01_RP01,NEC_CM01_RP01,160,160
NEC_CP01_RP01,NEC_CM02_RM01,394,394
NEC_CP01_RP01,NEC_CM02_RM02,33,33
NEC_CP01_RP01,NEC_CM02_RM03,18,18
NEC_CP01_RP01,NEC_CM02_RP00,195,195
NEC_CP01_RP01,NEC_CM02_RP01,130,130
NEC_CP01_RP01,NEC_CM03_RM01,94,94
NEC_CP01_RP01,NEC_CM03_RM02,501,502
NEC_CP01_RP01,NEC_CM03_RM03,17,17
NEC_CP01_RP01,NEC_CM03_RP00,55,55
NEC_CP01_RP01,NEC_CM04_RM01,15,15
NEC_CP01_RP01,NEC_CM04_RM02,199,199
NEC_CP01_RP01,NEC_CM04_RM03,19,19
NEC_CP01_RP01,NEC_CP00_RM01,261,261
NEC_CP01_RP01,NEC_CP00_RP00,33988,34285
NEC_CP01_RP01,NEC_CP00_RP01,14284,15628
NEC_CP01_RP01,NEC_CP00_RP02,1155,1156
NEC_CP01_RP01,NEC_CP01_RP00,87562,95848
NEC_CP01_RP01,NEC_CP01_RP01,619277,691974
NEC_CP01_RP01,NEC_CP01_RP02,18868,19944
NEC_CP01_RP01,NEC_CP02_RP00,3579,3628
NEC_CP01_RP01,NEC_CP02_RP01,31999,33158
NEC_CP01_RP01,NEC_CP02_RP02,8789,8872
NEC_CP01_RP01,NEC_CP02_RP03,246,246
NEC_CP01_RP01,NEC_CP03_RP00,8,8
NEC_CP01_RP01,NEC_CP03_RP01,7622,7647
NEC_CP01_RP01,NEC_CP03_RP02,21885,21965
NEC_CP01_RP01,NEC_CP03_RP03,268,268
NEC_CP01_RP01,NEC_CP04_RP00,18,18
NEC_CP01_RP01,NEC_CP04_RP01,703,703
NEC_CP01_RP01,NEC_CP04_RP03,214,214
NEC_CP01_RP02,NEC_CM01_RM01,81,81
NEC_CP01_RP02,NEC_CM01_RM02,7,7
NEC_CP01_RP02,NEC_CM01_RM03,1,1
NEC_CP01_RP02,NEC_CM01_RP00,56,56
NEC_CP01_RP02,NEC_CM01_RP01,24,24
NEC_CP01_RP02,NEC_CM02_RM01,35,35
NEC_CP01_RP02,NEC_CM02_RM02,5,5
NEC_CP01_RP02,NEC_CM02_RM03,2,2
NEC_CP01_RP02,NEC_CM02_RP00,41,41
NEC_CP01_RP02,NEC_CM02_RP01,36,37
NEC_CP01_RP02,NEC_CM03_RM01,13,13
NEC_CP01_RP02,NEC_CM03_RM02,80,80
NEC_CP01_RP02,NEC_CM03_RM03,3,3
NEC_CP01_RP02,NEC_CM03_RP00,3,3
NEC_CP01_RP02,NEC_CM04_RM01,4,4
NEC_CP01_RP02,NEC_CM04_RM02,40,40
NEC_CP01_RP02,NEC_CM04_RM03,5,5
NEC_CP01_RP02,NEC_CP00_RM01,23,23
NEC_CP01_RP02,NEC_CP00_RP00,1487,1489
NEC_CP01_RP02,NEC_CP00_RP01,517,518
NEC_CP01_RP02,NEC_CP00_RP02,4080,4156
NEC_CP01_RP02,NEC_CP01_RP00,378,378
NEC_CP01_RP02,NEC_CP01_RP01,18467,19506
NEC_CP01_RP02,NEC_CP01_RP02,76568,90639
NEC_CP01_RP02,NEC_CP02_RP00,36,36
NEC_CP01_RP02,NEC_CP02_RP01,1905,1915
NEC_CP01_RP02,NEC_CP02_RP02,8003,8222
NEC_CP01_RP02,NEC_CP02_RP03,1395,1437
NEC_CP01_RP02,NEC_CP03_RP01,3454,3461
NEC_CP01_RP02,NEC_CP03_RP02,12776,12830
NEC_CP01_RP02,NEC_CP03_RP03,313,314
NEC_CP01_RP02,NEC_CP04_RP00,20,20
NEC_CP01_RP02,NEC_CP04_RP01,322,322
NEC_CP01_RP02,NEC_CP04_RP03,73,73
NEC_CP02_RP00,NEC_CM01_RM01,78,78
NEC_CP02_RP00,NEC_CM01_RM02,10,10
NEC_CP02_RP00,NEC_CM01_RP00,48,48
NEC_CP02_RP00,NEC_CM01_RP01,88,88
NEC_CP02_RP00,NEC_CM02_RM01,27,27
NEC_CP02_RP00,NEC_CM02_RM02,4,4
NEC_CP02_RP00,NEC_CM02_RP00,25,25
NEC_CP02_RP00,NEC_CM02_RP01,41,41
NEC_CP02_RP00,NEC_CM03_RM01,3,3
NEC_CP02_RP00,NEC_CM03_RM02,25,25
NEC_CP02_RP00,NEC_CM03_RP00,3,3
NEC_CP02_RP00,NEC_CM04_RM01,1,1
NEC_CP02_RP00,NEC_CM04_RM02,15,15
NEC_CP02_RP00,NEC_CM04_RM03,1,1
NEC_CP02_RP00,NEC_CP00_RM01,26,26
NEC_CP02_RP00,NEC_CP00_RP00,8475,8508
NEC_CP02_RP00,NEC_CP00_RP01,361,362
NEC_CP02_RP00,NEC_CP00_RP02,362,364
NEC_CP02_RP00,NEC_CP01_RP00,10045,10365
NEC_CP02_RP00,NEC_CP01_RP01,5690,5788
NEC_CP02_RP00,NEC_CP01_RP02,35,35
NEC_CP02_RP00,NEC_CP02_RP00,17474,19901
NEC_CP02_RP00,NEC_CP02_RP01,7859,10048
NEC_CP02_RP00,NEC_CP02_RP02,62,62
NEC_CP02_RP00,NEC_CP02_RP03,10,10
NEC_CP02_RP00,NEC_CP03_RP00,81,106
NEC_CP02_RP00,NEC_CP03_RP01,652,658
NEC_CP02_RP00,NEC_CP03_RP02,370,371
NEC_CP02_RP00,NEC_CP03_RP03,11,11
NEC_CP02_RP00,NEC_CP04_RP00,2,2
NEC_CP02_RP00,NEC_CP04_RP01,17,17
NEC_CP02_RP00,NEC_CP04_RP03,5,5
NEC_CP02_RP01,NEC_CM01_RM01,278,278
NEC_CP02_RP01,NEC_CM01_RM02,24,24
NEC_CP02_RP01,NEC_CM01_RM03,1,1
NEC_CP02_RP01,NEC_CM01_RP00,153,153
NEC_CP02_RP01,NEC_CM01_RP01,31,31
NEC_CP02_RP01,NEC_CM02_RM01,78,78
NEC_CP02_RP01,NEC_CM02_RM02,9,9
NEC_CP02_RP01,NEC_CM02_RM03,3,3
NEC_CP02_RP01,NEC_CM02_RP00,60,60
NEC_CP02_RP01,NEC_CM02_RP01,31,31
NEC_CP02_RP01,NEC_CM03_RM01,21,21
NEC_CP02_RP01,NEC_CM03_RM02,153,153
NEC_CP02_RP01,NEC_CM03_RM03,7,7
NEC_CP02_RP01,NEC_CM03_RP00,10,10
NEC_CP02_RP01,NEC_CM04_RM01,8,8
NEC_CP02_RP01,NEC_CM04_RM02,102,102
NEC_CP02_RP01,NEC_CM04_RM03,7,7
NEC_CP02_RP01,NEC_CP00_RM01,92,92
NEC_CP02_RP01,NEC_CP00_RP00,4569,4577
NEC_CP02_RP01,NEC_CP00_RP01,809,810
NEC_CP02_RP01,NEC_CP00_RP02,214,214
NEC_CP02_RP01,NEC_CP01_RP00,11151,11301
NEC_CP02_RP01,NEC_CP01_RP01,75421,80152
NEC_CP02_RP01,NEC_CP01_RP02,3447,3570
NEC_CP02_RP01,NEC_CP02_RP00,8684,9770
NEC_CP02_RP01,NEC_CP02_RP01,141142,169387
NEC_CP02_RP01,NEC_CP02_RP02,33684,36030
NEC_CP02_RP01,NEC_CP02_RP03,152,152
NEC_CP02_RP01,NEC_CP03_RP00,31,31
NEC_CP02_RP01,NEC_CP03_RP01,62701,65299
NEC_CP02_RP01,NEC_CP03_RP02,33726,34283
NEC_CP02_RP01,NEC_CP03_RP03,174,174
NEC_CP02_RP01,NEC_CP04_RP00,29,29
NEC_CP02_RP01,NEC_CP04_RP01,675,675
NEC_CP02_RP01,NEC_CP04_RP03,134,134
NEC_CP02_RP02,NEC_CM01_RM01,153,153
NEC_CP02_RP02,NEC_CM01_RM02,18,18
NEC_CP02_RP02,NEC_CM01_RM03,2,2
NEC_CP02_RP02,NEC_CM01_RP00,130,130
NEC_CP02_RP02,NEC_CM01_RP01,39,39
NEC_CP02_RP02,NEC_CM02_RM01,66,66
NEC_CP02_RP02,NEC_CM02_RM02,5,5
NEC_CP02_RP02,NEC_CM02_RM03,9,9
NEC_CP02_RP02,NEC_CM02_RP00,48,48
NEC_CP02_RP02,NEC_CM02_RP01,19,19
NEC_CP02_RP02,NEC_CM03_RM01,29,29
NEC_CP02_RP02,NEC_CM03_RM02,197,197
NEC_CP02_RP02,NEC_CM03_RM03,6,6
NEC_CP02_RP02,NEC_CM03_RP00,13,13
NEC_CP02_RP02,NEC_CM04_RM01,8,8
NEC_CP02_RP02,NEC_CM04_RM02,117,117
NEC_CP02_RP02,NEC_CM04_RM03,10,10
NEC_CP02_RP02,NEC_CP00_RM01,77,77
NEC_CP02_RP02,NEC_CP00_RP00,1997,1998
NEC_CP02_RP02,NEC_CP00_RP01,218,218
NEC_CP02_RP02,NEC_CP00_RP02,425,425
NEC_CP02_RP02,NEC_CP01_RP00,682,682
NEC_CP02_RP02,NEC_CP01_RP01,11112,11427
NEC_CP02_RP02,NEC_CP01_RP02,10794,11433
NEC_CP02_RP02,NEC_CP02_RP00,71,71
NEC_CP02_RP02,NEC_CP02_RP01,17732,18576
NEC_CP02_RP02,NEC_CP02_RP02,194320,219149
NEC_CP02_RP02,NEC_CP02_RP03,10019,10479
NEC_CP02_RP02,NEC_CP03_RP00,3,3
NEC_CP02_RP02,NEC_CP03_RP01,19837,19997
NEC_CP02_RP02,NEC_CP03_RP02,152699,161340
NEC_CP02_RP02,NEC_CP03_RP03,4216,4299
NEC_CP02_RP02,NEC_CP04_RP00,39,39
NEC_CP02_RP02,NEC_CP04_RP01,1284,1284
NEC_CP02_RP02,NEC_CP04_RP03,344,344
NEC_CP02_RP03,NEC_CM01_RM01,27,27
NEC_CP02_RP03,NEC_CM01_RM02,6,6
NEC_CP02_RP03,NEC_CM01_RM03,1,1
NEC_CP02_RP03,NEC_CM01_RP00,23,23
NEC_CP02_RP03,NEC_CM01_RP01,6,6
NEC_CP02_RP03,NEC_CM02_RM01,12,12
NEC_CP02_RP03,NEC_CM02_RM02,6,6
NEC_CP02_RP03,NEC_CM02_RP00,6,6
NEC_CP02_RP03,NEC_CM02_RP01,4,4
NEC_CP02_RP03,NEC_CM03_RM01,10,10
NEC_CP02_RP03,NEC_CM03_RM02,71,71
NEC_CP02_RP03,NEC_CM03_RM03,2,2
NEC_CP02_RP03,NEC_CM03_RP00,2,2
NEC_CP02_RP03,NEC_CM04_RM01,3,3
NEC_CP02_RP03,NEC_CM04_RM02,36,36
NEC_CP02_RP03,NEC_CM04_RM03,2,2
NEC_CP02_RP03,NEC_CP00_RM01,5,5
NEC_CP02_RP03,NEC_CP00_RP00,342,343
NEC_CP02_RP03,NEC_CP00_RP01,41,41
NEC_CP02_RP03,NEC_CP00_RP02,148,148
NEC_CP02_RP03,NEC_CP01_RP00,129,129
NEC_CP02_RP03,NEC_CP01_RP01,273,273
NEC_CP02_RP03,NEC_CP01_RP02,946,954
NEC_CP02_RP03,NEC_CP02_RP00,13,13
NEC_CP02_RP03,NEC_CP02_RP01,134,134
NEC_CP02_RP03,NEC_CP02_RP02,8089,8417
NEC_CP02_RP03,NEC_CP02_RP03,67241,82522
NEC_CP02_RP03,NEC_CP03_RP01,644,644
NEC_CP02_RP03,NEC_CP03_RP02,22260,23034
NEC_CP02_RP03,NEC_CP03_RP03,9287,9597
NEC_CP02_RP03,NEC_CP04_RP00,1,1
NEC_CP02_RP03,NEC_CP04_RP01,88,88
NEC_CP02_RP03,NEC_CP04_RP03,533,533
NEC_CP03_RP00,NEC_CM02_RM01,1,1
NEC_CP03_RP00,NEC_CP00_RP00,2,2
NEC_CP03_RP00,NEC_CP00_RP01,1,1
NEC_CP03_RP00,NEC_CP01_RP01,3,3
NEC_CP03_RP00,NEC_CP02_RP00,7,9
NEC_CP03_RP00,NEC_CP02_RP01,18,18
NEC_CP03_RP00,NEC_CP02_RP02,3,3
NEC_CP03_RP00,NEC_CP03_RP00,115,153
NEC_CP03_RP00,NEC_CP03_RP01,56,56
NEC_CP03_RP00,NEC_CP03_RP02,10,10
NEC_CP03_RP00,NEC_CP04_RP01,2,2
NEC_CP03_RP01,NEC_CM01_RM01,282,282
NEC_CP03_RP01,NEC_CM01_RM02,31,31
NEC_CP03_RP01,NEC_CM01_RM03,8,8
NEC_CP03_RP01,NEC_CM01_RP00,246,246
NEC_CP03_RP01,NEC_CM01_RP01,57,57
NEC_CP03_RP01,NEC_CM02_RM01,107,107
NEC_CP03_RP01,NEC_CM02_RM02,29,30
NEC_CP03_RP01,NEC_CM02_RM03,14,14
NEC_CP03_RP01,NEC_CM02_RP00,67,67
NEC_CP03_RP01,NEC_CM02_RP01,25,25
NEC_CP03_RP01,NEC_CM03_RM01,69,69
NEC_CP03_RP01,NEC_CM03_RM02,496,496
NEC_CP03_RP01,NEC_CM03_RM03,15,15
NEC_CP03_RP01,NEC_CM03_RP00,19,19
NEC_CP03_RP01,NEC_CM04_RM01,24,24
NEC_CP03_RP01,NEC_CM04_RM02,273,273
