homeTileId,workTileId,odRows,workers
NY_CM05_RP01,NY_CM01_RP05,1,1
NY_CM05_RP01,NY_CM02_RP01,80,80
NY_CM05_RP01,NY_CM02_RP02,294,300
NY_CM05_RP01,NY_CM02_RP03,87,87
NY_CM05_RP01,NY_CM02_RP04,7,7
NY_CM05_RP01,NY_CM03_RP01,178,179
NY_CM05_RP01,NY_CM03_RP02,143,144
NY_CM05_RP01,NY_CM03_RP03,26,26
NY_CM05_RP01,NY_CM04_RP01,439,456
NY_CM05_RP01,NY_CM04_RP02,883,907
NY_CM05_RP01,NY_CM04_RP03,428,429
NY_CM05_RP01,NY_CM05_RP01,7873,9580
NY_CM05_RP01,NY_CM05_RP02,3626,3854
NY_CM05_RP01,NY_CM05_RP03,216,216
NY_CM05_RP01,NY_CM06_RP01,536,547
NY_CM05_RP01,NY_CM06_RP02,349,362
NY_CM05_RP01,NY_CP00_RP00,369,369
NY_CM05_RP01,NY_CP00_RP01,36,36
NY_CM05_RP01,NY_CP00_RP02,135,135
NY_CM05_RP01,NY_CP00_RP03,4,4
NY_CM05_RP01,NY_CP00_RP04,12,12
NY_CM05_RP01,NY_CP01_RP00,45,45
NY_CM05_RP01,NY_CP01_RP02,1,1
NY_CM05_RP01,NY_CP02_RP00,2,2
NY_CM05_RP02,NY_CM01_RP00,10,10
NY_CM05_RP02,NY_CM01_RP01,204,204
NY_CM05_RP02,NY_CM01_RP02,550,550
NY_CM05_RP02,NY_CM01_RP03,207,207
NY_CM05_RP02,NY_CM01_RP04,54,54
NY_CM05_RP02,NY_CM01_RP05,78,78
NY_CM05_RP02,NY_CM02_RP01,823,825
NY_CM05_RP02,NY_CM02_RP02,3893,3916
NY_CM05_RP02,NY_CM02_RP03,1178,1181
NY_CM05_RP02,NY_CM02_RP04,148,148
NY_CM05_RP02,NY_CM03_RP01,932,934
NY_CM05_RP02,NY_CM03_RP02,1842,1844
NY_CM05_RP02,NY_CM03_RP03,410,410
NY_CM05_RP02,NY_CM03_RP04,20,20
NY_CM05_RP02,NY_CM04_RP01,536,543
NY_CM05_RP02,NY_CM04_RP02,10555,10921
NY_CM05_RP02,NY_CM04_RP03,11194,11341
NY_CM05_RP02,NY_CM05_RP01,3455,3855
NY_CM05_RP02,NY_CM05_RP02,337316,369576
NY_CM05_RP02,NY_CM05_RP03,16430,16877
NY_CM05_RP02,NY_CM06_RP01,1320,1325
NY_CM05_RP02,NY_CM06_RP02,2519,2548
NY_CM05_RP02,NY_CP00_RP00,13522,13692
NY_CM05_RP02,NY_CP00_RP01,752,753
NY_CM05_RP02,NY_CP00_RP02,2609,2614
NY_CM05_RP02,NY_CP00_RP03,164,164
NY_CM05_RP02,NY_CP00_RP04,190,190
NY_CM05_RP02,NY_CP00_RP05,29,29
NY_CM05_RP02,NY_CP01_RP00,1353,1357
NY_CM05_RP02,NY_CP01_RP03,3,3
NY_CM05_RP02,NY_CP02_RP00,37,37
NY_CM05_RP03,NY_CM01_RP00,1,1
NY_CM05_RP03,NY_CM01_RP01,29,29
NY_CM05_RP03,NY_CM01_RP02,123,123
NY_CM05_RP03,NY_CM01_RP03,39,39
NY_CM05_RP03,NY_CM01_RP04,7,7
NY_CM05_RP03,NY_CM01_RP05,17,17
NY_CM05_RP03,NY_CM02_RP01,166,166
NY_CM05_RP03,NY_CM02_RP02,804,805
NY_CM05_RP03,NY_CM02_RP03,242,243
NY_CM05_RP03,NY_CM02_RP04,24,24
NY_CM05_RP03,NY_CM03_RP01,168,168
NY_CM05_RP03,NY_CM03_RP02,422,423
NY_CM05_RP03,NY_CM03_RP03,93,93
NY_CM05_RP03,NY_CM03_RP04,2,2
NY_CM05_RP03,NY_CM04_RP01,53,53
NY_CM05_RP03,NY_CM04_RP02,2120,2148
NY_CM05_RP03,NY_CM04_RP03,3895,3990
NY_CM05_RP03,NY_CM05_RP01,203,204
NY_CM05_RP03,NY_CM05_RP02,38039,39933
NY_CM05_RP03,NY_CM05_RP03,34341,39123
NY_CM05_RP03,NY_CM06_RP01,172,173
NY_CM05_RP03,NY_CM06_RP02,207,209
NY_CM05_RP03,NY_CP00_RP00,2664,2688
NY_CM05_RP03,NY_CP00_RP01,141,141
NY_CM05_RP03,NY_CP00_RP02,528,529
NY_CM05_RP03,NY_CP00_RP03,35,35
NY_CM05_RP03,NY_CP00_RP04,43,43
NY_CM05_RP03,NY_CP00_RP05,4,4
NY_CM05_RP03,NY_CP01_RP00,272,273
NY_CM05_RP03,NY_CP01_RP03,1,1
NY_CM05_RP03,NY_CP02_RP00,7,7
NY_CM06_RP01,NY_CM01_RP00,3,3
NY_CM06_RP01,NY_CM01_RP01,29,29
NY_CM06_RP01,NY_CM01_RP02,58,58
NY_CM06_RP01,NY_CM01_RP03,14,14
NY_CM06_RP01,NY_CM01_RP04,8,8
NY_CM06_RP01,NY_CM01_RP05,1,1
NY_CM06_RP01,NY_CM02_RP01,109,109
NY_CM06_RP01,NY_CM02_RP02,315,316
NY_CM06_RP01,NY_CM02_RP03,120,120
NY_CM06_RP01,NY_CM02_RP04,16,16
NY_CM06_RP01,NY_CM03_RP01,79,79
NY_CM06_RP01,NY_CM03_RP02,143,143
NY_CM06_RP01,NY_CM03_RP03,31,31
NY_CM06_RP01,NY_CM03_RP04,1,1
NY_CM06_RP01,NY_CM04_RP01,21,21
NY_CM06_RP01,NY_CM04_RP02,260,260
NY_CM06_RP01,NY_CM04_RP03,351,352
NY_CM06_RP01,NY_CM05_RP01,470,475
NY_CM06_RP01,NY_CM05_RP02,3216,3255
NY_CM06_RP01,NY_CM05_RP03,304,309
NY_CM06_RP01,NY_CM06_RP01,12748,14026
NY_CM06_RP01,NY_CM06_RP02,2133,2288
NY_CM06_RP01,NY_CP00_RP00,450,450
NY_CM06_RP01,NY_CP00_RP01,59,59
NY_CM06_RP01,NY_CP00_RP02,153,153
NY_CM06_RP01,NY_CP00_RP03,11,11
NY_CM06_RP01,NY_CP00_RP04,16,16
NY_CM06_RP01,NY_CP01_RP00,67,67
NY_CM06_RP01,NY_CP01_RP02,2,2
NY_CM06_RP02,NY_CM01_RP01,27,27
NY_CM06_RP02,NY_CM01_RP02,75,75
NY_CM06_RP02,NY_CM01_RP03,13,14
NY_CM06_RP02,NY_CM01_RP04,6,6
NY_CM06_RP02,NY_CM01_RP05,4,4
NY_CM06_RP02,NY_CM02_RP01,84,84
NY_CM06_RP02,NY_CM02_RP02,319,320
NY_CM06_RP02,NY_CM02_RP03,108,108
NY_CM06_RP02,NY_CM02_RP04,14,14
NY_CM06_RP02,NY_CM03_RP01,89,89
NY_CM06_RP02,NY_CM03_RP02,131,131
NY_CM06_RP02,NY_CM03_RP03,31,31
NY_CM06_RP02,NY_CM04_RP01,17,17
NY_CM06_RP02,NY_CM04_RP02,311,312
NY_CM06_RP02,NY_CM04_RP03,415,417
NY_CM06_RP02,NY_CM05_RP01,387,410
NY_CM06_RP02,NY_CM05_RP02,4305,4461
NY_CM06_RP02,NY_CM05_RP03,343,346
NY_CM06_RP02,NY_CM06_RP01,3020,3127
NY_CM06_RP02,NY_CM06_RP02,9494,10778
NY_CM06_RP02,NY_CP00_RP00,499,501
NY_CM06_RP02,NY_CP00_RP01,50,50
NY_CM06_RP02,NY_CP00_RP02,157,157
NY_CM06_RP02,NY_CP00_RP03,14,14
NY_CM06_RP02,NY_CP00_RP04,15,15
NY_CM06_RP02,NY_CP01_RP00,62,63
NY_CM06_RP02,NY_CP01_RP02,1,1
NY_CP00_RP00,NY_CM01_RP00,1557,1682
NY_CP00_RP00,NY_CM01_RP01,8887,9075
NY_CP00_RP00,NY_CM01_RP02,2740,2743
NY_CP00_RP00,NY_CM01_RP03,151,151
NY_CP00_RP00,NY_CM01_RP04,138,138
NY_CP00_RP00,NY_CM01_RP05,152,152
NY_CP00_RP00,NY_CM02_RP01,2527,2529
NY_CP00_RP00,NY_CM02_RP02,6150,6169
NY_CP00_RP00,NY_CM02_RP03,882,883
NY_CP00_RP00,NY_CM02_RP04,95,95
NY_CP00_RP00,NY_CM03_RP01,786,786
NY_CP00_RP00,NY_CM03_RP02,1897,1900
NY_CP00_RP00,NY_CM03_RP03,377,379
NY_CP00_RP00,NY_CM03_RP04,2,2
NY_CP00_RP00,NY_CM04_RP01,23,23
NY_CP00_RP00,NY_CM04_RP02,2978,2991
NY_CP00_RP00,NY_CM04_RP03,2967,2972
NY_CP00_RP00,NY_CM05_RP01,186,186
NY_CP00_RP00,NY_CM05_RP02,5070,5078
NY_CP00_RP00,NY_CM05_RP03,702,704
NY_CP00_RP00,NY_CM06_RP01,147,147
NY_CP00_RP00,NY_CM06_RP02,86,86
NY_CP00_RP00,NY_CP00_RP00,3651200,4081572
NY_CP00_RP00,NY_CP00_RP01,30339,30734
NY_CP00_RP00,NY_CP00_RP02,22130,22220
NY_CP00_RP00,NY_CP00_RP03,1711,1715
NY_CP00_RP00,NY_CP00_RP04,332,332
NY_CP00_RP00,NY_CP00_RP05,69,69
NY_CP00_RP00,NY_CP01_RP00,125970,127896
NY_CP00_RP00,NY_CP01_RP02,73,73
NY_CP00_RP00,NY_CP01_RP03,32,32
NY_CP00_RP00,NY_CP01_RP04,1,1
NY_CP00_RP00,NY_CP02_RP00,2535,2535
NY_CP00_RP01,NY_CM01_RP00,1127,1283
NY_CP00_RP01,NY_CM01_RP01,10003,10586
NY_CP00_RP01,NY_CM01_RP02,1024,1025
NY_CP00_RP01,NY_CM01_RP03,102,102
NY_CP00_RP01,NY_CM01_RP04,58,58
NY_CP00_RP01,NY_CM01_RP05,37,37
NY_CP00_RP01,NY_CM02_RP01,741,745
NY_CP00_RP01,NY_CM02_RP02,1656,1657
NY_CP00_RP01,NY_CM02_RP03,433,434
NY_CP00_RP01,NY_CM02_RP04,52,52
NY_CP00_RP01,NY_CM03_RP01,255,255
NY_CP00_RP01,NY_CM03_RP02,501,501
NY_CP00_RP01,NY_CM03_RP03,185,186
NY_CP00_RP01,NY_CM04_RP01,11,11
NY_CP00_RP01,NY_CM04_RP02,643,643
NY_CP00_RP01,NY_CM04_RP03,612,612
NY_CP00_RP01,NY_CM05_RP01,50,50
NY_CP00_RP01,NY_CM05_RP02,953,955
NY_CP00_RP01,NY_CM05_RP03,165,165
NY_CP00_RP01,NY_CM06_RP01,31,31
NY_CP00_RP01,NY_CM06_RP02,28,28
NY_CP00_RP01,NY_CP00_RP00,93521,95198
NY_CP00_RP01,NY_CP00_RP01,140364,158447
NY_CP00_RP01,NY_CP00_RP02,13136,13388
NY_CP00_RP01,NY_CP00_RP03,606,606
NY_CP00_RP01,NY_CP00_RP04,225,226
NY_CP00_RP01,NY_CP00_RP05,16,16
NY_CP00_RP01,NY_CP01_RP00,5594,5611
NY_CP00_RP01,NY_CP01_RP02,51,51
NY_CP00_RP01,NY_CP01_RP03,24,24
NY_CP00_RP01,NY_CP02_RP00,204,204
NY_CP00_RP02,NY_CM01_RP00,123,124
NY_CP00_RP02,NY_CM01_RP01,1341,1342
NY_CP00_RP02,NY_CM01_RP02,8159,8456
NY_CP00_RP02,NY_CM01_RP03,457,460
NY_CP00_RP02,NY_CM01_RP04,345,345
NY_CP00_RP02,NY_CM01_RP05,261,262
NY_CP00_RP02,NY_CM02_RP01,1290,1294
NY_CP00_RP02,NY_CM02_RP02,5196,5231
NY_CP00_RP02,NY_CM02_RP03,1600,1607
NY_CP00_RP02,NY_CM02_RP04,226,226
NY_CP00_RP02,NY_CM03_RP01,457,457
NY_CP00_RP02,NY_CM03_RP02,1215,1218
NY_CP00_RP02,NY_CM03_RP03,322,322
NY_CP00_RP02,NY_CM03_RP04,10,10
NY_CP00_RP02,NY_CM04_RP01,48,48
NY_CP00_RP02,NY_CM04_RP02,1682,1690
NY_CP00_RP02,NY_CM04_RP03,2149,2152
NY_CP00_RP02,NY_CM05_RP01,58,58
NY_CP00_RP02,NY_CM05_RP02,2060,2061
NY_CP00_RP02,NY_CM05_RP03,177,178
NY_CP00_RP02,NY_CM06_RP01,55,55
NY_CP00_RP02,NY_CM06_RP02,85,85
NY_CP00_RP02,NY_CP00_RP00,30144,30290
NY_CP00_RP02,NY_CP00_RP01,10977,11417
NY_CP00_RP02,NY_CP00_RP02,279513,321968
NY_CP00_RP02,NY_CP00_RP03,8379,8638
NY_CP00_RP02,NY_CP00_RP04,911,913
NY_CP00_RP02,NY_CP00_RP05,61,61
NY_CP00_RP02,NY_CP01_RP00,3827,3837
NY_CP00_RP02,NY_CP01_RP02,1152,1198
NY_CP00_RP02,NY_CP01_RP03,269,275
NY_CP00_RP02,NY_CP02_RP00,105,105
NY_CP00_RP03,NY_CM01_RP00,10,10
NY_CP00_RP03,NY_CM01_RP01,173,173
NY_CP00_RP03,NY_CM01_RP02,1071,1082
NY_CP00_RP03,NY_CM01_RP03,287,314
NY_CP00_RP03,NY_CM01_RP04,188,190
NY_CP00_RP03,NY_CM01_RP05,82,83
NY_CP00_RP03,NY_CM02_RP01,275,276
NY_CP00_RP03,NY_CM02_RP02,978,980
NY_CP00_RP03,NY_CM02_RP03,462,464
NY_CP00_RP03,NY_CM02_RP04,98,98
NY_CP00_RP03,NY_CM03_RP01,122,122
NY_CP00_RP03,NY_CM03_RP02,335,335
NY_CP00_RP03,NY_CM03_RP03,78,78
NY_CP00_RP03,NY_CM03_RP04,3,3
NY_CP00_RP03,NY_CM04_RP01,11,11
NY_CP00_RP03,NY_CM04_RP02,352,352
NY_CP00_RP03,NY_CM04_RP03,554,555
NY_CP00_RP03,NY_CM05_RP01,12,12
NY_CP00_RP03,NY_CM05_RP02,440,440
NY_CP00_RP03,NY_CM05_RP03,45,45
NY_CP00_RP03,NY_CM06_RP01,9,9
NY_CP00_RP03,NY_CM06_RP02,23,23
NY_CP00_RP03,NY_CP00_RP00,2976,2981
NY_CP00_RP03,NY_CP00_RP01,718,718
NY_CP00_RP03,NY_CP00_RP02,21040,22256
NY_CP00_RP03,NY_CP00_RP03,29812,34513
NY_CP00_RP03,NY_CP00_RP04,1048,1142
NY_CP00_RP03,NY_CP00_RP05,36,36
NY_CP00_RP03,NY_CP01_RP00,413,414
NY_CP00_RP03,NY_CP01_RP02,220,223
NY_CP00_RP03,NY_CP01_RP03,595,615
NY_CP00_RP03,NY_CP01_RP04,1,1
NY_CP00_RP03,NY_CP02_RP00,12,12
NY_CP00_RP04,NY_CM01_RP00,3,3
NY_CP00_RP04,NY_CM01_RP01,56,56
NY_CP00_RP04,NY_CM01_RP02,359,361
NY_CP00_RP04,NY_CM01_RP03,130,130
NY_CP00_RP04,NY_CM01_RP04,1395,1477
NY_CP00_RP04,NY_CM01_RP05,527,547
NY_CP00_RP04,NY_CM02_RP01,109,109
NY_CP00_RP04,NY_CM02_RP02,708,712
NY_CP00_RP04,NY_CM02_RP03,503,506
NY_CP00_RP04,NY_CM02_RP04,455,460
NY_CP00_RP04,NY_CM03_RP01,96,96
NY_CP00_RP04,NY_CM03_RP02,225,225
NY_CP00_RP04,NY_CM03_RP03,47,47
NY_CP00_RP04,NY_CM03_RP04,13,13
NY_CP00_RP04,NY_CM04_RP01,5,5
NY_CP00_RP04,NY_CM04_RP02,271,272
NY_CP00_RP04,NY_CM04_RP03,349,350
NY_CP00_RP04,NY_CM05_RP01,12,12
NY_CP00_RP04,NY_CM05_RP02,321,321
NY_CP00_RP04,NY_CM05_RP03,42,42
NY_CP00_RP04,NY_CM06_RP01,8,8
NY_CP00_RP04,NY_CM06_RP02,18,18
NY_CP00_RP04,NY_CP00_RP00,713,716
NY_CP00_RP04,NY_CP00_RP01,184,184
NY_CP00_RP04,NY_CP00_RP02,1993,2026
NY_CP00_RP04,NY_CP00_RP03,1432,1548
NY_CP00_RP04,NY_CP00_RP04,23800,29613
NY_CP00_RP04,NY_CP00_RP05,1285,1391
NY_CP00_RP04,NY_CP01_RP00,96,96
NY_CP00_RP04,NY_CP01_RP02,10,10
NY_CP00_RP04,NY_CP01_RP03,30,30
NY_CP00_RP04,NY_CP01_RP04,50,53
NY_CP00_RP04,NY_CP02_RP00,6,6
NY_CP00_RP05,NY_CM01_RP00,2,2
NY_CP00_RP05,NY_CM01_RP01,13,13
NY_CP00_RP05,NY_CM01_RP02,62,62
NY_CP00_RP05,NY_CM01_RP03,19,19
NY_CP00_RP05,NY_CM01_RP04,272,281
NY_CP00_RP05,NY_CM01_RP05,166,171
NY_CP00_RP05,NY_CM02_RP01,12,12
NY_CP00_RP05,NY_CM02_RP02,114,116
NY_CP00_RP05,NY_CM02_RP03,77,77
NY_CP00_RP05,NY_CM02_RP04,82,83
NY_CP00_RP05,NY_CM03_RP01,14,14
NY_CP00_RP05,NY_CM03_RP02,41,41
NY_CP00_RP05,NY_CM03_RP03,11,11
NY_CP00_RP05,NY_CM03_RP04,4,4
NY_CP00_RP05,NY_CM04_RP02,45,45
NY_CP00_RP05,NY_CM04_RP03,58,58
NY_CP00_RP05,NY_CM05_RP01,5,5
NY_CP00_RP05,NY_CM05_RP02,55,55
NY_CP00_RP05,NY_CM05_RP03,2,2
NY_CP00_RP05,NY_CM06_RP01,2,2
NY_CP00_RP05,NY_CM06_RP02,1,1
NY_CP00_RP05,NY_CP00_RP00,115,115
NY_CP00_RP05,NY_CP00_RP01,29,29
NY_CP00_RP05,NY_CP00_RP02,331,334
NY_CP00_RP05,NY_CP00_RP03,157,158
NY_CP00_RP05,NY_CP00_RP04,2971,3289
NY_CP00_RP05,NY_CP00_RP05,1508,1736
NY_CP00_RP05,NY_CP01_RP00,23,23
NY_CP00_RP05,NY_CP01_RP02,2,2
NY_CP00_RP05,NY_CP01_RP03,3,3
NY_CP00_RP05,NY_CP02_RP00,1,1
NY_CP01_RP00,NY_CM01_RP00,113,113
NY_CP01_RP00,NY_CM01_RP01,1768,1782
NY_CP01_RP00,NY_CM01_RP02,586,586
NY_CP01_RP00,NY_CM01_RP03,41,41
NY_CP01_RP00,NY_CM01_RP04,10,10
NY_CP01_RP00,NY_CM01_RP05,65,65
NY_CP01_RP00,NY_CM02_RP01,567,568
NY_CP01_RP00,NY_CM02_RP02,1430,1433
NY_CP01_RP00,NY_CM02_RP03,214,214
NY_CP01_RP00,NY_CM02_RP04,18,18
NY_CP01_RP00,NY_CM03_RP01,95,95
NY_CP01_RP00,NY_CM03_RP02,263,263
NY_CP01_RP00,NY_CM03_RP03,75,75
NY_CP01_RP00,NY_CM04_RP01,1,1
NY_CP01_RP00,NY_CM04_RP02,656,656
NY_CP01_RP00,NY_CM04_RP03,756,756
NY_CP01_RP00,NY_CM05_RP01,15,15
NY_CP01_RP00,NY_CM05_RP02,1374,1374
NY_CP01_RP00,NY_CM05_RP03,391,393
NY_CP01_RP00,NY_CM06_RP01,27,27
NY_CP01_RP00,NY_CM06_RP02,26,26
NY_CP01_RP00,NY_CP00_RP00,248384,254917
NY_CP01_RP00,NY_CP00_RP01,4415,4420
NY_CP01_RP00,NY_CP00_RP02,5790,5831
NY_CP01_RP00,NY_CP00_RP03,436,436
NY_CP01_RP00,NY_CP00_RP04,66,66
NY_CP01_RP00,NY_CP00_RP05,8,8
NY_CP01_RP00,NY_CP01_RP00,359227,389140
NY_CP01_RP00,NY_CP01_RP02,7,7
NY_CP01_RP00,NY_CP01_RP03,11,11
NY_CP01_RP00,NY_CP02_RP00,10290,10666
NY_CP01_RP02,NY_CM01_RP00,2,2
NY_CP01_RP02,NY_CM01_RP01,15,15
NY_CP01_RP02,NY_CM01_RP02,54,54
NY_CP01_RP02,NY_CM01_RP03,7,7
NY_CP01_RP02,NY_CM01_RP04,8,8
NY_CP01_RP02,NY_CM01_RP05,2,2
NY_CP01_RP02,NY_CM02_RP01,19,20
NY_CP01_RP02,NY_CM02_RP02,96,96
NY_CP01_RP02,NY_CM02_RP03,45,45
NY_CP01_RP02,NY_CM02_RP04,4,4
NY_CP01_RP02,NY_CM03_RP01,10,10
NY_CP01_RP02,NY_CM03_RP02,18,18
NY_CP01_RP02,NY_CM03_RP03,3,3
NY_CP01_RP02,NY_CM04_RP01,1,1
NY_CP01_RP02,NY_CM04_RP02,25,26
NY_CP01_RP02,NY_CM04_RP03,36,36
NY_CP01_RP02,NY_CM05_RP01,1,1
NY_CP01_RP02,NY_CM05_RP02,48,48
NY_CP01_RP02,NY_CM05_RP03,2,2
NY_CP01_RP02,NY_CM06_RP01,1,1
NY_CP01_RP02,NY_CM06_RP02,1,1
NY_CP01_RP02,NY_CP00_RP00,465,467
NY_CP01_RP02,NY_CP00_RP01,137,137
NY_CP01_RP02,NY_CP00_RP02,2615,2686
NY_CP01_RP02,NY_CP00_RP03,216,219
NY_CP01_RP02,NY_CP00_RP04,18,18
NY_CP01_RP02,NY_CP00_RP05,1,1
NY_CP01_RP02,NY_CP01_RP00,68,68
NY_CP01_RP02,NY_CP01_RP02,992,1237
NY_CP01_RP02,NY_CP01_RP03,105,110
NY_CP01_RP02,NY_CP02_RP00,3,3
NY_CP01_RP03,NY_CM01_RP00,2,2
NY_CP01_RP03,NY_CM01_RP01,19,19
NY_CP01_RP03,NY_CM01_RP02,56,56
NY_CP01_RP03,NY_CM01_RP03,12,12
NY_CP01_RP03,NY_CM01_RP04,8,8
NY_CP01_RP03,NY_CM01_RP05,3,3
NY_CP01_RP03,NY_CM02_RP01,20,20
NY_CP01_RP03,NY_CM02_RP02,56,56
NY_CP01_RP03,NY_CM02_RP03,23,23
NY_CP01_RP03,NY_CM02_RP04,5,5
NY_CP01_RP03,NY_CM03_RP01,8,8
NY_CP01_RP03,NY_CM03_RP02,24,24
NY_CP01_RP03,NY_CM03_RP03,6,6
NY_CP01_RP03,NY_CM04_RP01,1,1
NY_CP01_RP03,NY_CM04_RP02,25,25
NY_CP01_RP03,NY_CM04_RP03,49,49
NY_CP01_RP03,NY_CM05_RP01,1,1
NY_CP01_RP03,NY_CM05_RP02,36,36
NY_CP01_RP03,NY_CM05_RP03,3,3
NY_CP01_RP03,NY_CM06_RP01,2,2
NY_CP01_RP03,NY_CM06_RP02,3,3
NY_CP01_RP03,NY_CP00_RP00,229,230
NY_CP01_RP03,NY_CP00_RP01,63,63
NY_CP01_RP03,NY_CP00_RP02,1086,1110
NY_CP01_RP03,NY_CP00_RP03,1412,1497
NY_CP01_RP03,NY_CP00_RP04,51,51
NY_CP01_RP03,NY_CP00_RP05,1,1
NY_CP01_RP03,NY_CP01_RP00,31,31
NY_CP01_RP03,NY_CP01_RP02,106,110
NY_CP01_RP03,NY_CP01_RP03,807,925
NY_CP01_RP03,NY_CP02_RP00,1,1
NY_CP01_RP04,NY_CM01_RP02,1,1
NY_CP01_RP04,NY_CM01_RP04,2,2
NY_CP01_RP04,NY_CM02_RP01,2,2
NY_CP01_RP04,NY_CM02_RP02,1,1
NY_CP01_RP04,NY_CM02_RP03,2,2
NY_CP01_RP04,NY_CP00_RP00,1,1
NY_CP01_RP04,NY_CP00_RP03,2,2
NY_CP01_RP04,NY_CP00_RP04,38,46
NY_CP01_RP04,NY_CP00_RP05,1,1
NY_CP01_RP04,NY_CP01_RP04,3,3
NY_CP02_RP00,NY_CM01_RP00,8,8
NY_CP02_RP00,NY_CM01_RP01,87,87
NY_CP02_RP00,NY_CM01_RP02,35,36
NY_CP02_RP00,NY_CM01_RP03,2,2
NY_CP02_RP00,NY_CM01_RP05,2,2
NY_CP02_RP00,NY_CM02_RP01,37,37
NY_CP02_RP00,NY_CM02_RP02,71,71
NY_CP02_RP00,NY_CM02_RP03,13,13
NY_CP02_RP00,NY_CM02_RP04,2,2
NY_CP02_RP00,NY_CM03_RP01,9,9
NY_CP02_RP00,NY_CM03_RP02,15,15
NY_CP02_RP00,NY_CM03_RP03,2,2
NY_CP02_RP00,NY_CM04_RP02,35,35
NY_CP02_RP00,NY_CM04_RP03,41,41
NY_CP02_RP00,NY_CM05_RP01,1,1
NY_CP02_RP00,NY_CM05_RP02,80,80
NY_CP02_RP00,NY_CM05_RP03,17,17
NY_CP02_RP00,NY_CM06_RP02,3,3
NY_CP02_RP00,NY_CP00_RP00,7592,7625
NY_CP02_RP00,NY_CP00_RP01,236,237
NY_CP02_RP00,NY_CP00_RP02,348,350
NY_CP02_RP00,NY_CP00_RP03,23,23
NY_CP02_RP00,NY_CP00_RP04,4,4
NY_CP02_RP00,NY_CP01_RP00,5890,6019
NY_CP02_RP00,NY_CP01_RP03,1,1
NY_CP02_RP00,NY_CP02_RP00,12956,14464
